,assembled,sample_id,project_id,TMDB_material,creation_date,average_length,sequence_count,basepairs_count,source_database,mean_quality_SRA,quality_above_30_SRA,sample_collection_date,TMDB_biome,project_name,seq_platform,sample_depth,sample_latitude,sample_location,sample_longitude,TMDB_water_location,TMDB_water_type,TMDB_soil_condition,sample_elevation,TMDB_water_condition,TMDB_organic_material,TMDB_soil_type,TMDB_other_material,TMDB_anthropogenic_material,TMDB_soil_location,TMDB_gas,TMDB_sediment,TMDB_sludge,sample_ph,sample_temp
SRR5262248,No,SRS1983074,SRX2566680,soil,2017-02-23,502.0,221540517.0,111213339534.0,SRA,29.39,74.0,2014-10-27,forest,soil metagenome Raw sequence reads,ILLUMINA,0.1,9.1086,Panama,-79.8436,,,,,,,,,,forest soil,,,,,
SRR5262249,No,SRS1983074,SRX2566681,soil,2017-02-23,502.0,155763174.0,78193113348.0,SRA,29.33,74.0,2014-10-27,forest,soil metagenome Raw sequence reads,ILLUMINA,0.1,9.1086,Panama,-79.8436,,,,,,,,,,forest soil,,,,,
SRR5262250,No,SRS1983075,SRX2566682,soil,2017-02-23,302.0,41826853.0,12631709606.0,SRA,35.57,92.0,2014-10-27,forest,soil metagenome Raw sequence reads,ILLUMINA,0.1,9.1086,Panama,-79.8436,,,,,,,,,,forest soil,,,,,
SRR5262252,No,SRS1983076,SRX2566684,soil,2017-02-23,302.0,96709095.0,29206146690.0,SRA,35.71,92.0,2014-10-27,forest,soil metagenome Raw sequence reads,ILLUMINA,0.1,9.1086,Panama,-79.8436,,,,,,,,,,forest soil,,,,,
SRR5262254,No,SRS1983076,SRX2566686,soil,2017-02-23,502.0,189032074.0,94894101148.0,SRA,29.95,76.0,2014-10-27,forest,soil metagenome Raw sequence reads,ILLUMINA,0.1,9.1086,Panama,-79.8436,,,,,,,,,,forest soil,,,,,
SRR5262256,No,SRS1983077,SRX2566687,,2017-02-16,300.0,18259783.0,5477934900.0,SRA,35.71,92.0,2009-06-15,,Freshwater microbial communities from Crystal Bog;  Wisconsin;  USA - CBH15Jun09 metagenome,ILLUMINA,,46.0072,United States of America,-89.6063,,,,,,,,crystal,,,,,,,
SRR5262280,No,SRS1983102,SRX2566712,,2017-02-16,300.0,18807109.0,5642132700.0,SRA,35.35,90.0,2009-06-23,,Freshwater microbial communities from Crystal Bog;  Wisconsin;  USA - CBH23Jun09 metagenome,ILLUMINA,,46.0072,United States of America,-89.6063,,,,,,,,crystal,,,,,,,
SRR5262281,No,SRS1983103,SRX2566713,,2017-02-16,300.0,22204643.0,6661392900.0,SRA,35.54,91.0,2009-06-29,,Freshwater microbial communities from Crystal Bog;  Wisconsin;  USA - CBH29Jun09 metagenome,ILLUMINA,,46.0072,United States of America,-89.6063,,,,,,,,crystal,,,,,,,
SRR5262283,No,SRS1983104,SRX2566714,,2017-02-16,302.0,15906952.0,4803899504.0,SRA,36.33,95.0,2009-08-12,,Freshwater microbial communities from Crystal Bog;  Wisconsin;  USA - CBH12Aug09 metagenome,ILLUMINA,,46.0072,United States of America,-89.6063,,,,,,,,crystal,,,,,,,
SRR5262285,No,SRS1983107,SRX2566717,,2017-02-16,302.0,36149121.0,10917034542.0,SRA,35.49,92.0,2009-06-21,,Freshwater microbial communities from Crystal Bog;  Wisconsin;  USA - CBH12Aug09.1 metagenome,ILLUMINA,,46.0072,United States of America,-89.6063,,,,,,,,crystal,,,,,,,
SRR5271154,No,SRS1990957,SRX2575203,soil,2017-02-18,300.0,70302727.0,21090818100.0,SRA,31.86,81.0,,forest,Bog forest soil microbial communities from Calvert Island;  British Columbia;  Canada - ECP03_OM1 metagenome,ILLUMINA,,51.62,Canada,-128.09,,,,,,,,,,forest soil,,,,,
SRR5271155,No,SRS1990958,SRX2575204,soil,2017-02-18,300.0,55553870.0,16666161000.0,SRA,32.16,82.0,,forest,Bog forest soil microbial communities from Calvert Island;  British Columbia;  Canada - ECP03_OM3 metagenome,ILLUMINA,,51.62,Canada,-128.09,,,,,,,,,,forest soil,,,,,
SRR5271156,No,SRS1990959,SRX2575205,soil,2017-02-18,300.0,67829036.0,20348710800.0,SRA,31.68,80.0,,forest,Bog forest soil microbial communities from Calvert Island;  British Columbia;  Canada - ECP03_OM2 metagenome,ILLUMINA,,51.62,Canada,-128.09,,,,,,,,,,forest soil,,,,,
SRR5271157,No,SRS1990960,SRX2575206,soil,2017-02-18,300.0,64820268.0,19446080400.0,SRA,36.09,93.0,,forest,Bog forest soil microbial communities from Calvert Island;  British Columbia;  Canada - ECP12_OM1 metagenome,ILLUMINA,,51.62,Canada,-128.09,,,,,,,,,,forest soil,,,,,
SRR5271163,No,SRS1990966,SRX2575212,soil,2017-02-18,300.0,48629565.0,14588869500.0,SRA,35.56,91.0,,forest,Bog forest soil microbial communities from Calvert Island;  British Columbia;  Canada - ECP04_OM1 metagenome,ILLUMINA,,51.62,Canada,-128.09,,,,,,,,,,forest soil,,,,,
SRR5306403,No,SRS2012959,SRX2607645,water,2017-03-07,202.0,36283414.0,7329249628.0,SRA,38.49,93.0,2016-04-18,,Metagenomes,ILLUMINA,,42.0253,Spain,2.8319,,,,,,,,,,,,,,,
SRR5271165,No,SRS1990967,SRX2575213,soil,2017-02-18,300.0,71577546.0,21473263800.0,SRA,36.19,94.0,,forest,Bog forest soil microbial communities from Calvert Island;  British Columbia;  Canada - ECP12_OM2 metagenome,ILLUMINA,,51.62,Canada,-128.09,,,,,,,,,,forest soil,,,,,
SRR5271166,No,SRS1990968,SRX2575214,soil,2017-02-18,300.0,70495405.0,21148621500.0,SRA,36.15,94.0,,forest,Bog forest soil microbial communities from Calvert Island;  British Columbia;  Canada - ECP12_OM3 metagenome,ILLUMINA,,51.62,Canada,-128.09,,,,,,,,,,forest soil,,,,,
SRR5271167,No,SRS1990969,SRX2575215,soil,2017-02-18,300.0,48883228.0,14664968400.0,SRA,35.59,92.0,,forest,Bog forest soil microbial communities from Calvert Island;  British Columbia;  Canada - ECP04_OM2 metagenome,ILLUMINA,,51.62,Canada,-128.09,,,,,,,,,,forest soil,,,,,
SRR5271168,No,SRS1990970,SRX2575216,soil,2017-02-18,300.0,50465595.0,15139678500.0,SRA,35.42,91.0,,forest,Bog forest soil microbial communities from Calvert Island;  British Columbia;  Canada - ECP04_OM3 metagenome,ILLUMINA,,51.62,Canada,-128.09,,,,,,,,,,forest soil,,,,,
SRR5271169,No,SRS1990971,SRX2575217,soil,2017-02-18,300.0,65303978.0,19591193400.0,SRA,35.83,92.0,,forest,Bog forest soil microbial communities from Calvert Island;  British Columbia;  Canada - ECP14_OM2 metagenome,ILLUMINA,,51.62,Canada,-128.09,,,,,,,,,,forest soil,,,,,
SRR5271170,No,SRS1990972,SRX2575218,soil,2017-02-18,300.0,75746791.0,22724037300.0,SRA,35.78,92.0,,forest,Bog forest soil microbial communities from Calvert Island;  British Columbia;  Canada - ECP14_OM1 metagenome,ILLUMINA,,51.62,Canada,-128.09,,,,,,,,,,forest soil,,,,,
SRR5271191,No,SRS1990980,SRX2575239,soil,2017-02-18,300.0,14835842.0,4450752600.0,SRA,31.83,81.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-BECK01-A metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5271192,No,SRS1990982,SRX2575241,soil,2017-02-18,300.0,15976309.0,4792892700.0,SRA,31.71,81.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-BECK01-D metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5271193,No,SRS1990983,SRX2575242,soil,2017-02-18,300.0,17507430.0,5252229000.0,SRA,31.72,81.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-BECK03-A metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5271194,No,SRS1990984,SRX2575243,soil,2017-02-18,300.0,13182902.0,3954870600.0,SRA,31.77,81.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-BECK01-B metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5123278,Not inferred,SRS1872840,SRX2438289,,2018-01-31,150.0,42006752.0,6301012800.0,SRA,39.43,96.0,2015-10-01,urban,,,,,Burkina Faso,,,,,,,,,,,,,,,,
SRR5271196,No,SRS1990985,SRX2575244,soil,2017-02-18,300.0,15911517.0,4773455100.0,SRA,31.54,80.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-BECK03-B metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5271197,No,SRS1990986,SRX2575245,soil,2017-02-18,300.0,14709801.0,4412940300.0,SRA,32.0,82.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-BECK03-C metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5271198,No,SRS1990987,SRX2575246,soil,2017-02-18,300.0,10691599.0,3207479700.0,SRA,31.65,81.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-BECK03-D metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5271213,No,SRS1991002,SRX2575261,soil,2017-02-18,300.0,15866372.0,4759911600.0,SRA,31.83,81.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-BECK03-E metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5271214,No,SRS1991003,SRX2575262,soil,2017-02-18,300.0,12253194.0,3675958200.0,SRA,31.37,80.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-HINK07-D metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5271215,No,SRS1991004,SRX2575263,soil,2017-02-18,300.0,14459183.0,4337754900.0,SRA,31.63,81.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-HINK07-E metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5271434,No,SRS1991223,SRX2575482,soil,2017-02-18,300.0,16472093.0,4941627900.0,SRA,32.0,82.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-SCHO21-A metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5271435,No,SRS1991224,SRX2575483,soil,2017-02-18,300.0,13968167.0,4190450100.0,SRA,31.69,81.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-HINK08-D metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5271485,No,SRS1991274,SRX2575533,soil,2017-02-18,300.0,13905692.0,4171707600.0,SRA,32.21,83.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-SCHO21-C metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5271486,No,SRS1991275,SRX2575534,soil,2017-02-18,300.0,12622268.0,3786680400.0,SRA,32.42,84.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-SCHO21-B metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5271501,No,SRS1991290,SRX2575549,soil,2017-02-18,300.0,14001707.0,4200512100.0,SRA,32.23,83.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-SCHO21-E metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5271502,No,SRS1991291,SRX2575550,soil,2017-02-18,300.0,13480715.0,4044214500.0,SRA,32.37,83.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-SCHO22-A metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5271509,No,SRS1991298,SRX2575557,soil,2017-02-18,300.0,12109035.0,3632710500.0,SRA,32.39,83.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-SCHO22-B metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5271510,No,SRS1991299,SRX2575558,soil,2017-02-18,300.0,13914533.0,4174359900.0,SRA,32.36,83.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-SCHO22-C metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5271803,No,SRS1991438,SRX2575851,soil,2017-02-18,300.0,13621536.0,4086460800.0,SRA,32.12,83.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-SCHO22-D metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5271804,No,SRS1991439,SRX2575852,soil,2017-02-18,300.0,12193243.0,3657972900.0,SRA,32.5,84.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-SCHO22-E metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272068,No,SRS1991441,SRX2576116,soil,2017-02-18,300.0,14613812.0,4384143600.0,SRA,32.09,82.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G01K1-12 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272069,No,SRS1991442,SRX2576117,soil,2017-02-18,300.0,13558776.0,4067632800.0,SRA,32.4,84.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G05K1-12 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272126,No,SRS1991444,SRX2576174,soil,2017-02-18,300.0,12878294.0,3863488200.0,SRA,33.1,86.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G07K1-12 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272127,No,SRS1991445,SRX2576175,soil,2017-02-18,300.0,15605318.0,4681595400.0,SRA,32.22,83.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G06K1-12 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272128,No,SRS1991446,SRX2576176,soil,2017-02-18,300.0,13322166.0,3996649800.0,SRA,32.95,86.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G08K1-12 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272129,No,SRS1991447,SRX2576177,soil,2017-02-18,300.0,12471702.0,3741510600.0,SRA,32.65,85.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G01.2K2-12 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272154,No,SRS1991449,SRX2576202,soil,2017-02-18,300.0,14410415.0,4323124500.0,SRA,32.58,84.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G10K2-12 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272155,No,SRS1991450,SRX2576203,soil,2017-02-18,300.0,13121897.0,3936569100.0,SRA,32.51,84.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G06K2-12 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272156,No,SRS1991451,SRX2576204,soil,2017-02-18,300.0,13001559.0,3900467700.0,SRA,32.68,85.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G01K3-12 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272157,No,SRS1991452,SRX2576205,soil,2017-02-18,300.0,13169224.0,3950767200.0,SRA,32.84,85.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G06K4-12 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272158,No,SRS1991453,SRX2576206,soil,2017-02-18,300.0,19385261.0,5815578300.0,SRA,32.35,84.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G10K4-12 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272159,No,SRS1991454,SRX2576207,soil,2017-02-18,300.0,13452216.0,4035664800.0,SRA,32.8,85.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G01K5-12 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272160,No,SRS1991455,SRX2576208,soil,2017-02-18,300.0,20487166.0,6146149800.0,SRA,32.6,84.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G05K5-12 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272161,No,SRS1991456,SRX2576209,soil,2017-02-18,300.0,13123581.0,3937074300.0,SRA,32.88,86.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G06K5-12 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272166,No,SRS1991461,SRX2576214,soil,2017-02-18,300.0,9903041.0,2970912300.0,SRA,33.09,86.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G07.2A5-10 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272167,No,SRS1991462,SRX2576215,soil,2017-02-18,300.0,13789210.0,4136763000.0,SRA,32.72,85.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G09K5-12 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272168,No,SRS1991463,SRX2576216,soil,2017-02-18,300.0,11873217.0,3561965100.0,SRA,32.81,86.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G06A2a-11 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272169,No,SRS1991464,SRX2576217,soil,2017-02-18,300.0,13578942.0,4073682600.0,SRA,33.0,86.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G05A2-11 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272171,No,SRS1991466,SRX2576219,soil,2017-02-19,300.0,20404308.0,6121292400.0,SRA,32.47,84.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G05A3w-11 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272184,No,SRS1991473,SRX2576226,soil,2017-02-19,300.0,15666370.0,4699911000.0,SRA,32.65,85.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G05.2A3-11 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272197,No,SRS1991486,SRX2576239,soil,2017-02-19,300.0,13956318.0,4186895400.0,SRA,32.83,86.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G10.2A4w-11 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272198,No,SRS1991487,SRX2576240,soil,2017-02-19,300.0,16521671.0,4956501300.0,SRA,32.82,85.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G05A4w-11 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272200,No,SRS1991490,SRX2576242,soil,2017-02-19,300.0,15717464.0,4715239200.0,SRA,32.98,86.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G05.2A5-11 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272201,No,SRS1991489,SRX2576243,soil,2017-02-19,300.0,11513636.0,3454090800.0,SRA,32.95,86.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G06.2A5a-11 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272204,No,SRS1991493,SRX2576246,soil,2017-02-19,300.0,11624741.0,3487422300.0,SRA,33.19,87.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G09.2A5-11 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272205,No,SRS1991494,SRX2576247,soil,2017-02-19,300.0,13185117.0,3955535100.0,SRA,32.93,86.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G08.2A5-11 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272206,No,SRS1991495,SRX2576249,soil,2017-02-19,300.0,17466864.0,5240059200.0,SRA,33.07,86.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G05.2A1-12 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272207,No,SRS1991496,SRX2576250,soil,2017-02-19,300.0,17881501.0,5364450300.0,SRA,33.09,86.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G09.2A1-12 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272208,No,SRS1991497,SRX2576251,soil,2017-02-19,300.0,13868743.0,4160622900.0,SRA,33.02,86.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G05.2A2-12 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272209,No,SRS1991498,SRX2576252,soil,2017-02-19,300.0,14724496.0,4417348800.0,SRA,33.08,86.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G05.2A2w-12 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272211,No,SRS1991500,SRX2576255,soil,2017-02-19,300.0,13663587.0,4099076100.0,SRA,32.86,86.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G06.2A2a-12 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272212,No,SRS1991501,SRX2576256,soil,2017-02-19,300.0,12264137.0,3679241100.0,SRA,32.85,85.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G05.2A3-12 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272221,No,SRS1991502,SRX2576264,soil,2017-02-19,300.0,17679818.0,5303945400.0,SRA,32.71,85.0,2011-08-21,,Soil microbial communities from Arlington Agricultural Research Station in Wisconsin;  USA - Nitrogen cycling UWRJ-G05.2A3w-12 metagenome,ILLUMINA,,43.3,United States of America,-89.38,,,,,,,,,,,,,,,
SRR5272222,No,SRS1991503,SRX2576265,sediment,2017-02-19,300.0,164908308.0,49472492400.0,SRA,31.11,79.0,,,Freshwater lake sediment microbial communities from the University of Notre Dame;  USA;  for methane emissions studies - BRP12 BR metagenome,ILLUMINA,,41.7,United States of America,-86.23,,,,,,,,,,,,lake sediment,,,
SRR5272259,No,SRS1991540,SRX2576302,sediment,2017-02-19,300.0,176305777.0,52891733100.0,SRA,31.88,81.0,,,Freshwater lake sediment microbial communities from the University of Notre Dame;  USA;  for methane emissions studies -HBP12 HB metagenome,ILLUMINA,,41.7,United States of America,-86.23,,,,,,,,,,,,lake sediment,,,
SRR5272489,No,SRS1991714,SRX2576532,sediment,2017-02-19,300.0,157404778.0,47221433400.0,SRA,33.07,86.0,,,Freshwater lake sediment microbial communities from the University of Notre Dame;  USA;  for methane emissions studies - DIP11 DI metagenome,ILLUMINA,,41.7,United States of America,-86.23,,,,,,,,,,,,lake sediment,,,
SRR5272491,No,SRS1991716,SRX2576534,sediment,2017-02-19,300.0,158350092.0,47505027600.0,SRA,31.63,80.0,,,Freshwater lake sediment microbial communities from the University of Notre Dame;  USA;  for methane emissions studies - LWP11 LW metagenome,ILLUMINA,,41.7,United States of America,-86.23,,,,,,,,,,,,lake sediment,,,
SRR5272498,No,SRS1991723,SRX2576541,sediment,2017-02-19,300.0,179683120.0,53904936000.0,SRA,30.93,78.0,,,Freshwater lake sediment microbial communities from the University of Notre Dame;  USA;  for methane emissions studies - PLP11 PL metagenome,ILLUMINA,,41.7,United States of America,-86.23,,,,,,,,,,,,lake sediment,,,
SRR5277367,No,SRS1995355,SRX2581297,soil,2017-02-21,300.0,67906864.0,20372059200.0,SRA,35.58,92.0,,forest,Bog forest soil microbial communities from Calvert Island;  British Columbia;  Canada - ECP14_OM3 metagenome,ILLUMINA,,51.62,Canada,-128.09,,,,,,,,,,forest soil,,,,,
SRR5278465,No,SRS1996338,SRX2582315,sludge,2017-02-28,300.0,3474374.0,1042312200.0,SRA,35.51,82.0,2016-03-01,,Ecological wastewater treatment,ILLUMINA,,,China,,,,,,,,,,,,,,,,
SRR5278466,No,SRS1996339,SRX2582316,sludge,2017-02-28,300.0,18606461.0,5581938300.0,SRA,37.94,91.0,2016-03-01,,Ecological wastewater treatment,ILLUMINA,,,China,,,,,,,,,,,,,,,,
SRR5278469,No,SRS1996342,SRX2582319,sludge,2017-02-28,300.0,28809375.0,8642812500.0,SRA,64.95,100.0,2015-07-01,,Ecological wastewater treatment,ILLUMINA,,,China,,,,,,,,,,,,,,,,
SRR5278470,No,SRS1996343,SRX2582320,sludge,2017-02-28,300.0,11014753.0,3304425900.0,SRA,65.37,100.0,2015-07-01,,Ecological wastewater treatment,ILLUMINA,,,China,,,,,,,,,,,,,,,,
